,tip,tip_pc
6028,0,0.0
6041,0,0.0
6117,1,0.11664124992571409
6125,0,0.0
6134,1,0.0908452448301556
6138,1,0.09835991209416575
6147,0,0.0
6167,1,0.0675280973853124
6180,1,0.12531667039874045
6227,1,0.10099063516581866
6237,0,0.0
6247,0,0.0
6252,1,0.12986647695015813
6266,1,0.114646974374114
6313,1,0.08178256628885616
6337,1,0.1206855044781938
6355,0,0.0
6365,0,0.0
6384,1,0.09657133004731988
6446,1,0.08247018131078268
6457,1,0.10046859815614428
6462,0,0.0
6495,1,0.13668051553903354
6502,1,0.06716798567891899
6513,1,0.06784697602138702
6610,1,0.09650709904319787
6651,1,0.14550825032336517
6656,0,0.0
6681,0,0.0
6692,0,0.0
6702,0,0.0
6736,1,0.14332543087799232
6763,0,0.0
6847,1,0.09853637954109391
6861,0,0.0
6904,0,0.0
6913,0,0.0
6923,1,0.10793225828482761
6976,1,0.12249323545239496
6982,0,0.0
6987,1,0.08589396309007988
7001,0,0.0
7038,0,0.0
7050,1,0.08143457923984787
7094,0,0.0
7107,0,0.0
7161,1,0.12590984062246147
7175,0,0.0
7215,1,0.1421151609510038
7237,0,0.0
7313,1,0.10600379788387307
7327,1,0.07947416035954945
7382,1,0.06896565418414624
7397,1,0.0694899152602501
7402,1,0.08886922551960451
7441,0,0.0
7609,1,0.1059420302256886
7641,1,0.0975190582742732
7654,0,0.0
7663,1,0.06790253588471376
7680,1,0.13200704456813975
7687,0,0.0
7692,0,0.0
7704,0,0.0
7763,1,0.11229971343777875
7780,0,0.0
7785,0,0.0
7794,0,0.0
7818,0,0.0
7831,1,0.11142802954184206
7867,1,0.13384314778018008
7887,1,0.09463535130508396
7898,0,0.0
7924,0,0.0
7958,0,0.0
7965,1,0.0672457611828822
7973,0,0.0
7977,0,0.0
7981,0,0.0
7995,0,0.0
7999,1,0.11400827243597753
8024,1,0.11184562248985805
8117,1,0.11442358116389328
8137,1,0.07125355582835649
8148,0,0.0
8156,0,0.0
8198,0,0.0
8207,0,0.0
8247,1,0.13323364399779647
8263,0,0.0
8268,0,0.0
8272,0,0.0
8278,1,0.15861985686966337
8298,1,0.07222889049442396
8397,0,0.0
8403,0,0.0
8414,1,0.1244790265013532
8444,1,0.10392686843938992
8451,0,0.0
8475,0,0.0
8481,0,0.0
8518,1,0.1309143286691567
8523,0,0.0
8527,0,0.0
8562,1,0.15146928976735913
8617,1,0.09453310813583282
8647,1,0.1364032713407985
8652,0,0.0
8657,0,0.0
8665,1,0.09203064716562541
8698,0,0.0
8731,0,0.0
8755,1,0.0889853843172809
8761,0,0.0
8765,0,0.0
8782,1,0.11905155083076843
8787,1,0.08940350837057835
8794,0,0.0
8805,1,0.1331775759304229
8824,1,0.0812463021209851
8829,0,0.0
8853,0,0.0
8870,1,0.1252736839018051
8882,0,0.0
8920,1,0.1451643432389479
8943,0,0.0
8978,1,0.158049659461025
8983,0,0.0
9035,1,0.13269187658342385
9041,1,0.1318724621327561
9057,1,0.07125052562774148
9071,1,0.13640729484848887
9093,0,0.0
9104,1,0.07366170599156437
9108,0,0.0
9115,0,0.0
9122,0,0.0
9126,0,0.0
9142,0,0.0
9159,0,0.0
9172,0,0.0
9202,0,0.0
9228,1,0.07407840232260428
9272,0,0.0
9284,0,0.0
9289,0,0.0
9302,0,0.0
9339,1,0.09637935741590856
9344,0,0.0
9362,1,0.06674328377520396
9368,0,0.0
9376,0,0.0
9449,1,0.10205585003038846
9490,1,0.15669982578727937
9498,1,0.12565198850259734
9516,1,0.07589795646501907
9522,0,0.0
9550,1,0.07698617190398067
9556,0,0.0
9587,1,0.15651124282422607
9598,1,0.06790076795324244
9612,0,0.0
9631,0,0.0
9652,0,0.0
9692,0,0.0
9709,1,0.10896884559952569
9743,1,0.06418023621520169
9754,1,0.1513154748836145
9787,0,0.0
9793,0,0.0
9816,0,0.0
9827,0,0.0
9922,1,0.09072835575126682
9930,0,0.0
9994,1,0.07047432623115014
10011,1,0.10782267758073634
10057,1,0.10822846382450381
10075,1,0.09507858539335218
10096,1,0.07781718164478107
10100,0,0.0
10134,1,0.09184762028019089
10155,1,0.10402809295076072
10252,1,0.07238810596751113
10262,0,0.0
10267,0,0.0
10313,0,0.0
10323,0,0.0
10548,1,0.11122802237404422
10583,1,0.13265322610108032
10768,1,0.0715144989377468
10812,1,0.1062803595929904
10818,0,0.0
10827,1,0.10485634366014726
10846,0,0.0
10858,0,0.0
10881,1,0.10023806261918258
10887,1,0.08891669749043334
10925,1,0.10705175661147771
10951,0,0.0
10985,1,0.12462497559593728
10990,0,0.0
11014,1,0.10988617961726298
11082,0,0.0
11182,0,0.0
11205,1,0.12172566079404251
11217,0,0.0
11232,0,0.0
11236,1,0.09983302262365387
11275,1,0.10880996472640526
11281,0,0.0
11324,1,0.09154096280545772
11333,1,0.07397008872119225
11378,1,0.08509693128103411
11385,1,0.08558239066050514
11392,0,0.0
11416,0,0.0
11431,0,0.0
11437,1,0.10419950700996454
11454,1,0.09802758278577461
11460,1,0.09863922347022888
11465,0,0.0
11481,1,0.08786021294061584
11497,0,0.0
11511,0,0.0
11516,1,0.07316287978726367
11524,1,0.17045373210607728
11528,0,0.0
11601,0,0.0
11653,1,0.13280270089321902
11667,1,0.10067582631120765
11671,0,0.0
11681,0,0.0
11689,0,0.0
11711,1,0.1446355798715957
11730,0,0.0
11790,1,0.1535342885924572
11812,1,0.09753736382326467
11859,0,0.0
11877,1,0.13483711577077134
11881,0,0.0
11897,1,0.11803234565754397
11945,1,0.1590874469697079
11959,0,0.0
11965,0,0.0
11990,1,0.06557102334133892
12002,0,0.0
12012,0,0.0
12016,1,0.1097902322707266
12023,0,0.0
12039,0,0.0
12053,1,0.08784001723153874
12066,1,0.0694805038499324
12088,0,0.0
12094,1,0.14526133098154093
12132,0,0.0
12137,1,0.10769040618326073
12146,0,0.0
12207,1,0.08370531750966971
12255,0,0.0
12289,1,0.1594567228357003
12302,0,0.0
12307,0,0.0
12343,1,0.115921521475631
12352,0,0.0
12356,0,0.0
12383,0,0.0
12433,0,0.0
12460,1,0.08995621379052739
12465,1,0.10978744379430219
12469,1,0.08687705019866308
12477,0,0.0
12588,1,0.05969608871216955
12633,1,0.13776960554622095
12645,0,0.0
12650,1,0.1412250623427801
12674,1,0.12543996701285087
12699,0,0.0
12707,0,0.0
12726,1,0.1193235867893341
12755,0,0.0
12777,1,0.11609193569837156
12783,0,0.0
12798,1,0.08291132733963004
12814,0,0.0
12819,0,0.0
12859,0,0.0
12881,1,0.10769050721593938
12951,0,0.0
12960,1,0.0858081654877632
13046,1,0.12389431630009698
13056,0,0.0
13060,0,0.0
13064,0,0.0
13093,1,0.07048136780005686
13126,1,0.15115566523876733
13153,0,0.0
13171,0,0.0
13198,1,0.11688042290775305
13212,1,0.12120962760334383
13241,1,0.14956090545410433
13268,1,0.0972814706894046
13278,0,0.0
13294,1,0.10236503156668225
13331,1,0.12547042385041487
13354,1,0.11890803556114896
13359,0,0.0
13397,1,0.13552323981118788
13441,1,0.1466080992951535
13471,1,0.12990967199363646
13524,1,0.12438145262212216
13627,0,0.0
13643,1,0.12233463867813947
13648,0,0.0
13695,0,0.0
13734,0,0.0
13777,0,0.0
13807,0,0.0
13811,0,0.0
13834,0,0.0
13840,0,0.0
13926,1,0.14266056220200718
13984,0,0.0
13989,0,0.0
13998,1,0.11860326881958527
14012,1,0.11121478167232318
14017,1,0.12228583701182885
14099,0,0.0
14149,0,0.0
14167,0,0.0
14172,0,0.0
14185,1,0.11192314117764073
14189,0,0.0
14211,1,0.0974272018077194
14234,1,0.09793046522579904
14243,1,0.11184793212018915
14259,0,0.0
14265,0,0.0
14286,1,0.11531114275635479
14302,0,0.0
14315,0,0.0
14417,1,0.06557455371775443
14449,0,0.0
14502,0,0.0
14513,0,0.0
14521,0,0.0
14526,0,0.0
14552,1,0.1299684377411659
14557,1,0.1251003440676462
14581,1,0.0874242489814242
14591,1,0.14176688738424847
14680,1,0.09773891407920046
14724,1,0.09145930175963929
14731,0,0.0
14757,1,0.12335074444197153
14773,1,0.09936901888133358
14778,1,0.08754907287270033
14791,0,0.0
14795,0,0.0
14808,0,0.0
14827,1,0.16514407105964535
14849,1,0.07708771338570447
14853,0,0.0
14858,0,0.0
14894,1,0.07220745662923825
14927,1,0.07777362554265137
14933,0,0.0
14952,1,0.096861942874622
14959,0,0.0
14970,0,0.0
14985,0,0.0
14992,1,0.07247443889190777
15000,0,0.0
15010,1,0.13005216107619164
15024,0,0.0
15028,1,0.10442540549516403
15057,1,0.11367022877710296
15097,1,0.11740200095415504
15107,0,0.0
15116,0,0.0
15132,1,0.07111197096018343
15136,0,0.0
15140,0,0.0
15150,1,0.09917667071502022
15162,0,0.0
15180,1,0.12279115000531421
15213,0,0.0
15251,0,0.0
15359,0,0.0
15535,0,0.0
15594,1,0.13899324353063874
15613,1,0.08550410490229926
15638,1,0.11811158775071434
15687,0,0.0
15694,0,0.0
15731,0,0.0
15745,0,0.0
15775,0,0.0
15829,1,0.09856516384487012
15843,0,0.0
15850,0,0.0
15901,1,0.13312460625823008
15911,0,0.0
15932,1,0.14825983114442765
15940,0,0.0
15948,0,0.0
15958,1,0.12802808239364585
15964,1,0.07277931107094814
15986,1,0.09489206142962531
16011,1,0.0987812258681808
16052,0,0.0
16144,1,0.11415688284866865
16169,1,0.11824386292078831
16178,1,0.12733571792615592
16250,1,0.07193477719638432
16259,0,0.0
16266,0,0.0
16299,1,0.07591171346280555
16308,0,0.0
16328,1,0.1151824832260829
16335,0,0.0
16347,1,0.07058457612462715
16353,0,0.0
16359,1,0.06841574111194992
16456,0,0.0
16494,0,0.0
16573,0,0.0
16689,1,0.09391129942417098
16697,1,0.06692439060710036
16703,0,0.0
16751,1,0.11750464066801357
16782,1,0.11238107733209049
16786,0,0.0
16796,0,0.0
16800,0,0.0
16805,0,0.0
16812,1,0.08428343030454925
16840,1,0.08438688368923516
16872,1,0.14622158384980463
16895,1,0.09887575427950082
16902,0,0.0
16911,1,0.10718641614732871
16927,0,0.0
16935,0,0.0
16972,1,0.07093844123728472
16980,0,0.0
16997,0,0.0
17042,1,0.06942178952454484
17076,1,0.14568919469045016
17081,0,0.0
17087,0,0.0
17103,1,0.13121601086296836
17120,0,0.0
17168,1,0.09327606925215724
17204,1,0.12982724047895322
17215,1,0.07117857987124429
17219,0,0.0
17236,0,0.0
17250,0,0.0
17305,1,0.08640075636680929
17324,1,0.10866667856516923
17328,0,0.0
17335,0,0.0
17340,0,0.0
17349,1,0.07791367448737466
17365,1,0.15579144890430652
17371,0,0.0
17480,1,0.11263354792684942
17489,1,0.09833885290877772
17498,0,0.0
17511,1,0.10612242162271013
17519,1,0.07841337377175132
17583,1,0.1366357054404829
17587,0,0.0
17593,0,0.0
17614,0,0.0
17630,0,0.0
17635,0,0.0
17641,0,0.0
17659,1,0.15293800188757764
17665,1,0.15284303734353255
17697,1,0.08827775237841903
17734,1,0.14013844165359088
17766,1,0.09989690659446765
17776,1,0.06801352419351642
17792,1,0.08591674362838625
17800,1,0.08201021012143307
17809,0,0.0
17842,1,0.09125425335752295
17896,0,0.0
17921,0,0.0
17926,1,0.11661654142790123
17930,0,0.0
17975,1,0.08780550555258204
18056,0,0.0
18082,1,0.0902213117867926
18090,1,0.1635454025509263
18134,0,0.0
18138,1,0.12917959384484418
18188,1,0.1491061554175171
18196,1,0.12353621929621975
18209,1,0.0784978524530999
18216,0,0.0
18227,1,0.08102005692277671
18258,1,0.10660285551658309
18364,0,0.0
18376,0,0.0
18407,1,0.06908788127156688
18446,0,0.0
18450,0,0.0
18454,0,0.0
18458,1,0.0806931293303735
18462,0,0.0
18478,0,0.0
18536,0,0.0
18542,0,0.0
18577,1,0.08885695339699148
18610,0,0.0
18620,1,0.10842770757616897
18665,1,0.10206353786182551
18756,1,0.0856445377782308
18780,1,0.08326378129272573
18790,0,0.0
18796,1,0.08194319349224709
18800,0,0.0
18814,1,0.09231282498851648
18831,0,0.0
18871,0,0.0
18927,1,0.11178431509204538
18949,1,0.08415755327546384
19036,0,0.0
19047,0,0.0
19065,1,0.12134967943916952
19076,0,0.0
19094,1,0.06930250508043571
19098,0,0.0
19109,1,0.11303255812979889
19117,0,0.0
19121,0,0.0
19173,0,0.0
19177,0,0.0
19187,0,0.0
19288,1,0.14910542944120292
19339,1,0.08222301171640145
19344,0,0.0
19413,1,0.14544598703415007
19460,0,0.0
19467,0,0.0
19486,0,0.0
19492,0,0.0
19498,0,0.0
19507,1,0.13723128569692877
19525,0,0.0
19588,1,0.14251428524688872
19596,0,0.0
19611,1,0.07904823210090203
19640,1,0.09796759887013151
19654,1,0.09329075499090425
19679,1,0.09134882190402756
19695,1,0.07195250632008011
19722,0,0.0
19727,0,0.0
19744,0,0.0
19777,0,0.0
19782,1,0.12086094809379912
19786,0,0.0
19790,0,0.0
19845,1,0.10012055886209972
19864,1,0.14684805167677836
19957,0,0.0
20106,0,0.0
20117,1,0.08024269624640476
20127,1,0.07720686859419214
20186,1,0.07335179379640452
20199,0,0.0
20218,1,0.11150381117799077
20272,1,0.1435011119022839
20306,0,0.0
20314,1,0.10592723414948083
20340,1,0.1290528250340536
20347,0,0.0
20357,0,0.0
20384,1,0.12235212194327284
20396,0,0.0
20410,1,0.07786465428435287
20494,0,0.0
20542,1,0.09718225791218121
20548,1,0.11305281754753554
20561,0,0.0
20610,1,0.13130317579331857
20630,0,0.0
20638,0,0.0
20649,1,0.09684818821152325
20673,1,0.1020532833268914
20678,0,0.0
20718,1,0.16221511188649235
20740,1,0.09730321621272517
20757,1,0.12956382242830783
20768,1,0.07817528692135282
20831,0,0.0
20877,1,0.1032902894068305
20898,1,0.09724662670023974
20919,0,0.0
20923,1,0.09474782274484721
20929,1,0.10439388216012904
20952,1,0.08309266462901209
20961,1,0.08337424128985317
20970,1,0.12763069190779266
20977,1,0.11820669850807085
20990,1,0.06980145271120747
20994,0,0.0
21001,1,0.10676896488168955
21006,1,0.10723568944736957
21012,0,0.0
21019,0,0.0
21028,0,0.0
21168,0,0.0
21180,1,0.09195164424973107
21212,0,0.0
21230,0,0.0
21234,0,0.0
21241,0,0.0
21267,1,0.08989215419566224
21285,0,0.0
21303,0,0.0
21312,1,0.08401733432507136
21379,0,0.0
21391,0,0.0
21395,0,0.0
21410,0,0.0
21421,1,0.1354773602986431
21428,1,0.06740012177371477
21452,0,0.0
21488,0,0.0
21496,1,0.07179985625481786
21524,1,0.07188852332082869
21553,0,0.0
21565,1,0.11607970163124176
21653,1,0.06879680312108685
21661,0,0.0
21668,0,0.0
21693,0,0.0
21709,0,0.0
21796,0,0.0
21864,1,0.08678079495517588
21900,1,0.10416577882023977
21904,0,0.0
21917,0,0.0
21938,0,0.0
21964,0,0.0
22001,0,0.0
22081,1,0.14474600164150817
22163,0,0.0
22167,0,0.0
22217,1,0.08315861453054024
22231,0,0.0
22282,0,0.0
22289,0,0.0
22295,0,0.0
22303,0,0.0
22307,0,0.0
22354,1,0.07619505249646863
22380,0,0.0
22386,0,0.0
22405,1,0.09168235394635449
22427,1,0.11875022660397237
22441,0,0.0
22449,1,0.08649314091178278
22502,1,0.16015579991526896
22519,1,0.13521891223692287
22526,0,0.0
22586,1,0.13356606201652582
22616,1,0.11969064284330538
22639,1,0.09817731797144139
22699,0,0.0
22814,0,0.0
22822,1,0.100701610426587
22895,0,0.0
22914,0,0.0
22981,0,0.0
23081,0,0.0
23133,1,0.13182603388392305
23156,0,0.0
23168,0,0.0
23175,0,0.0
23239,0,0.0
23249,0,0.0
23265,0,0.0
23282,1,0.06801830818344679
23305,0,0.0
23329,1,0.08978602962472106
23334,0,0.0
23341,0,0.0
23361,0,0.0
23428,0,0.0
23436,1,0.14946855748861
23443,1,0.08051084549596298
23448,0,0.0
23464,1,0.09781379047733033
23469,0,0.0
23497,1,0.07188073645567017
23515,1,0.11570378083541152
23529,1,0.07019874914371227
23541,1,0.1329475839069832
23550,0,0.0
23590,0,0.0
23599,1,0.07424852946859008
23622,1,0.0886253715229855
23642,1,0.12484696111835562
23655,0,0.0
23677,1,0.09703678991123607
23736,0,0.0
23750,1,0.1333077275372684
23776,1,0.11618971615982018
23795,0,0.0
23820,1,0.11760994471457219
23858,0,0.0
23894,0,0.0
23902,0,0.0
23911,0,0.0
23945,1,0.08666108990706994
23951,0,0.0
23987,0,0.0
24020,1,0.12142871591672721
24025,0,0.0
24030,1,0.15110992246127514
24057,0,0.0
24092,1,0.10899049625378582
24106,1,0.07438057616464638
24124,0,0.0
24128,0,0.0
24183,0,0.0
24197,1,0.08455364481321512
24211,0,0.0
24219,0,0.0
24235,1,0.09062977650294551
24283,0,0.0
24317,0,0.0
24322,0,0.0
24338,0,0.0
24347,1,0.10490611450030893
24455,1,0.10602333066469896
24459,0,0.0
24465,0,0.0
24483,1,0.07085388547941221
24532,1,0.14915275977370396
24560,0,0.0
24564,0,0.0
24599,1,0.14777881556741823
24673,1,0.06566269600881264
24728,0,0.0
24736,0,0.0
24765,1,0.13009480423840794
24776,0,0.0
24829,1,0.07045995570028465
24836,0,0.0
24877,1,0.08150286850747919
24927,0,0.0
25093,1,0.09073433930528654
25111,1,0.08718648362817755
25119,0,0.0
25165,1,0.14771623607057544
25174,1,0.11764530522379057
25187,1,0.09656126631568407
25195,0,0.0
25239,1,0.1451557240195674
25259,1,0.13328963415861597
25397,0,0.0
25410,1,0.12079591284486528
25414,0,0.0
25418,0,0.0
25435,1,0.0702868997592417
25450,1,0.07754756279653427
25503,1,0.08637273508940246
25536,1,0.08490910503197388
25547,0,0.0
25555,0,0.0
25583,0,0.0
25593,0,0.0
25658,1,0.06667527997674572
25730,1,0.06385955579894961
25741,0,0.0
25750,1,0.07417906245677465
25780,1,0.1456814435601485
25794,1,0.09568227600805167
25804,0,0.0
25835,0,0.0
25853,0,0.0
25870,1,0.10603000854770234
25879,1,0.11703503768679323
25885,0,0.0
25895,1,0.07423420631164229
25911,0,0.0
25942,0,0.0
25955,0,0.0
26001,0,0.0
26026,0,0.0
26030,1,0.07868818991276333
26051,1,0.10014231700389492
26068,1,0.09630433816613282
26142,0,0.0
26154,1,0.09073209804405546
26211,1,0.1371835536775387
26241,1,0.08895427711699708
26271,0,0.0
26282,0,0.0
26286,0,0.0
26305,0,0.0
26342,0,0.0
26351,0,0.0
26355,0,0.0
26361,0,0.0
26386,1,0.12491007666243306
26421,0,0.0
26428,1,0.06685299925264063
26441,1,0.11506875045985668
26448,1,0.13363171117588107
26468,1,0.08104903799365366
26476,1,0.10347494281001259
26492,1,0.10943540941782874
26513,0,0.0
26545,1,0.14668835295790855
26577,1,0.12903134058026053
26583,0,0.0
26597,1,0.11713841718486762
26611,0,0.0
26623,0,0.0
26682,0,0.0
26702,0,0.0
26860,0,0.0
26864,0,0.0
26873,1,0.09428766621912506
26904,1,0.11020589002272857
26946,1,0.09823441348288786
26959,0,0.0
26999,0,0.0
27019,0,0.0
27062,1,0.0650745648223422
27071,1,0.13326337685461795
27081,0,0.0
27181,0,0.0
27202,0,0.0
27206,0,0.0
27212,0,0.0
27216,0,0.0
27231,0,0.0
27237,1,0.0888585872099947
27246,1,0.0780677815847077
27255,1,0.07137233635534414
27311,0,0.0
27370,1,0.07614344380953438
27379,0,0.0
27392,1,0.11558154466473226
27414,1,0.14931344406768166
27462,1,0.17145484566265107
27496,1,0.13344276421565793
27519,1,0.10123833455710636
27536,0,0.0
27545,0,0.0
27550,0,0.0
27554,1,0.11064284484323092
27562,1,0.10906315462445146
27583,0,0.0
27626,1,0.08390559534602393
27694,1,0.12116890734727945
27715,0,0.0
27720,0,0.0
27766,1,0.13850593944069556
27789,1,0.12515857420330936
27793,0,0.0
27805,1,0.12602137311611247
27837,0,0.0
27890,0,0.0
27901,1,0.12216788202846787
27922,0,0.0
27926,0,0.0
27943,1,0.12892333525593958
27948,1,0.10823751336056138
27963,1,0.08643717807868204
27969,0,0.0
27997,1,0.14179088917941762
28015,0,0.0
28117,1,0.10241199600090165
28160,1,0.1236130728649032
28165,0,0.0
28175,0,0.0
28183,0,0.0
28224,1,0.1095172089794198
28270,1,0.0769601104512473
28287,1,0.1172399771331146
28306,1,0.11804002797779262
28364,1,0.12117255294769157
28462,0,0.0
28468,1,0.0750542640714365
28475,1,0.08444924618642477
28499,1,0.10255264229029165
28560,0,0.0
28568,0,0.0
28578,0,0.0
28590,1,0.10163161735980175
28629,1,0.13849891213984966
28649,0,0.0
28673,0,0.0
28687,1,0.13846825648905287
28776,1,0.11966863566775911
28785,1,0.11362675716185398
28883,1,0.062473663579265544
28888,0,0.0
28901,0,0.0
28915,0,0.0
28921,0,0.0
28949,0,0.0
28964,0,0.0
28987,1,0.1068288452876798
29005,0,0.0
29015,1,0.1319256769209092
29063,0,0.0
29078,0,0.0
29085,0,0.0
29145,0,0.0
29149,0,0.0
29184,1,0.12352025769831507
29212,1,0.09327841893800762
29228,1,0.14040182119030115
29248,1,0.12285164274511993
29271,0,0.0
29292,0,0.0
29310,0,0.0
29347,1,0.14545260353291284
29355,1,0.0908392924507629
29370,0,0.0
29388,0,0.0
29402,0,0.0
29455,1,0.15519004546938847
29489,1,0.11050448390240453
29493,0,0.0
29509,0,0.0
29584,1,0.08990635040995784
29606,0,0.0
29612,0,0.0
29636,0,0.0
29647,0,0.0
29672,1,0.09427240586553812
29703,1,0.13993390041105846
29730,1,0.14250968781081313
29760,0,0.0
29766,0,0.0
29770,0,0.0
29779,0,0.0
29899,0,0.0
29905,0,0.0
29943,0,0.0
29974,1,0.069367006442821
29988,0,0.0
29994,0,0.0
29998,0,0.0
30019,0,0.0
30027,0,0.0
30088,1,0.10394702170745242
30108,0,0.0
30116,0,0.0
30124,1,0.11182135488763911
30137,0,0.0
30141,0,0.0
30146,0,0.0
30185,1,0.10263914546173161
30258,1,0.11886547423056042
30265,1,0.07500135931975178
30380,0,0.0
30522,1,0.10519901744939748
30550,0,0.0
30561,0,0.0
30565,0,0.0
30583,0,0.0
30589,0,0.0
30606,1,0.13935807404079442
30636,1,0.1280994156593336
30649,0,0.0
30676,1,0.11223595694571353
30753,1,0.08310816549172265
30759,0,0.0
30777,1,0.11128605661958212
30784,0,0.0
30788,0,0.0
30795,1,0.1285641585127972
30804,0,0.0
30835,0,0.0
30839,1,0.06648125392849873
30860,1,0.06862456739067296
30867,0,0.0
30890,0,0.0
31004,1,0.08298792891523651
31064,1,0.07535184930907758
31068,1,0.09335474120174674
31086,0,0.0
